row_id,year,ghg_id,facility_name_ghg,longitude,latitude,city,province,sector,value,unit,facility_url,source_df,geometry
GHG-e0da2501-2022-1,2022,NT-ghg-e62a8d55,Gahcho Kue Mine,-109.2,63.43,Kennady Lake,Northwest Territories,Diamond Mining,116.27,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11472-2022.html,ghg_facility_metal_mining_df,POINT (-109.2 63.43)
GHG-da78e4be-2022-1,2022,ON-ghg-684e83be,Rainy River Mine,-94.003,48.848,Emo,Ontario,Gold and Silver Ore Mining,128.42,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11496-2022.html,ghg_facility_metal_mining_df,POINT (-94.003 48.848)
GHG-6bb8693b-2022-1,2022,SK-ghg-224eadbd,Bethune Mine,-105.38,50.65,Bethune,Saskatchewan,Potash Mining,739.45,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11513-2022.html,ghg_facility_metal_mining_df,POINT (-105.38 50.65)
GHG-36de977c-2022-1,2022,QC-ghg-5f9829ae,Mine Renard,-72.21557,52.81068,Baie James,Quebec,Diamond Mining,67.2,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11519-2022.html,ghg_facility_metal_mining_df,POINT (-72.21557 52.81068)
GHG-fe4e7e05-2022-1,2022,ZZ-ghg-cfdcc801,Henry Goodrich,-48.0393,46.7868,St. John's,Newfoundland and Labrador,Oil and Gas Contract Drilling,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11634-2019.html,ghg_facility_metal_mining_df,POINT (-48.0393 46.7868)
GHG-56bab22e-2022-1,2022,ZZ-ghg-a68fccdf,Transocean Barents,-48.4979,46.4619,St. John's,Newfoundland and Labrador,Oil and Gas Contract Drilling,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11635-2019.html,ghg_facility_metal_mining_df,POINT (-48.4979 46.4619)
GHG-cf17e520-2022-1,2022,NL-ghg-9a2291e3,DSO Timmins Project,-67.08321,54.88983,,Newfoundland and Labrador,Iron Ore Mining,40.69,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11734-2022.html,ghg_facility_metal_mining_df,POINT (-67.08321 54.88983)
GHG-7e427be8-2022-1,2022,QC-ghg-3fd8dbde,North American Lithium,-77.82782,48.40579,La Corne,Quebec,All Other Metal Ore Mining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11736-2018.html,ghg_facility_metal_mining_df,POINT (-77.82782 48.40579)
GHG-3aeebaf1-2022-1,2022,AB-ghg-1708f09b,Sil Industrial Minerals Lamont Plant,-112.92419,53.9063,Bruderheim,Alberta,All Other Non-Metallic Mineral Mining and Quarrying,17.38,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11766-2022.html,ghg_facility_metal_mining_df,POINT (-112.92419 53.9063)
GHG-a7bcc714-2022-1,2022,QC-ghg-b6afc5cd,Rio Tinto Fer et Titane inc. - HAVRE-SAINT-PIERRE,-63.6064,50.2435,Havre Saint Pierre,Quebec,Iron Ore Mining,25.05,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11767-2022.html,ghg_facility_metal_mining_df,POINT (-63.6064 50.2435)
GHG-556af0bf-2022-1,2022,QC-ghg-bee8a256,Division Goldex,-77.874,48.0923,Val D'or,Quebec,Gold and Silver Ore Mining,13.78,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11770-2022.html,ghg_facility_metal_mining_df,POINT (-77.874 48.0923)
GHG-7c5c8e69-2022-1,2022,QC-ghg-643920c5,Division Laronde,-78.3958,48.2375,Rouyn Noranda,Quebec,Gold and Silver Ore Mining,40.79,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11794-2022.html,ghg_facility_metal_mining_df,POINT (-78.3958 48.2375)
GHG-c331c49b-2022-1,2022,QC-ghg-48ea5788,Mine Éléonore,-76.04389,52.42083,Rouyn Noranda,Quebec,Gold and Silver Ore Mining,27.84,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11804-2022.html,ghg_facility_metal_mining_df,POINT (-76.04389 52.42083)
GHG-779d1c4e-2022-1,2022,ON-ghg-cd1705d1,IKO Madoc,-77.5348,44.4961,Madoc,Ontario,All Other Non-Metallic Mineral Mining and Quarrying,25.16,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11827-2022.html,ghg_facility_metal_mining_df,POINT (-77.5348 44.4961)
GHG-5f897452-2022-1,2022,YT-ghg-3a27e4b9,Minto Mine,-137.15,62.37,Unorganized Yukon,Yukon,All Other Metal Ore Mining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11842-2021.html,ghg_facility_metal_mining_df,POINT (-137.15 62.37)
GHG-8ccd73b8-2022-1,2022,SK-ghg-f735ba1c,Chaplin,-106.66843,50.4615,Chaplin,Saskatchewan,Salt Mining,11.31,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11876-2022.html,ghg_facility_metal_mining_df,POINT (-106.66843 50.4615)
GHG-7d7db266-2022-1,2022,BC-ghg-4a975441,Copper Mountain Mine,-120.51,49.34556,Princeton,British Columbia,Copper-Zinc Ore Mining,82.92,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11894-2022.html,ghg_facility_metal_mining_df,POINT (-120.51 49.34556)
GHG-10ec872f-2022-1,2022,ON-ghg-3a5592c0,Red Lake Operation,-93.74407,51.0597,Balmertown,Ontario,Gold and Silver Ore Mining,31.68,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11951-2022.html,ghg_facility_metal_mining_df,POINT (-93.74407 51.0597)
GHG-d414f2a8-2022-1,2022,SK-ghg-e798b133,UNITY PLANT,-109.1111,52.4294,Unity,Saskatchewan,Salt Mining,26.91,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11981-2022.html,ghg_facility_metal_mining_df,POINT (-109.1111 52.4294)
GHG-d223cc19-2022-1,2022,NS-ghg-8b61e87e,Touquoy Mine,-62.91917,44.97361,Middle Musquodoboit,Nova Scotia,Gold and Silver Ore Mining,9.72,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12010-2022.html,ghg_facility_metal_mining_df,POINT (-62.91917 44.97361)
GHG-25fa47f1-2022-1,2022,ON-ghg-6e4f7391,Garson Mine,-80.8562,46.5667,Garson,Ontario,Nickel-Copper Ore Mining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12032-2018.html,ghg_facility_metal_mining_df,POINT (-80.8562 46.5667)
GHG-e7f4ffd7-2022-1,2022,ON-ghg-99fc1802,Copper Cliff Mine (South),-81.0758,46.459,Copper Cliff,Ontario,Nickel-Copper Ore Mining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12033-2018.html,ghg_facility_metal_mining_df,POINT (-81.0758 46.459)
GHG-782799df-2022-1,2022,BC-ghg-f36527aa,Silvertip Mine,-127.64762,53.72667,Vancouver,British Columbia,Lead-Zinc Ore Mining,14.53,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12112-2022.html,ghg_facility_metal_mining_df,POINT (-127.64762 53.72667)
GHG-c805ab12-2022-1,2022,NB-ghg-846374e8,Caribou Mine,-66.29889,47.58056,Bathurst,New Brunswick,Lead-Zinc Ore Mining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12142-2021.html,ghg_facility_metal_mining_df,POINT (-66.29889 47.58056)
GHG-0ccd45b6-2022-1,2022,BC-ghg-4dd8bd29,Mount Milligan Mine,-124.00305,55.12046,Bulkley Nechako C,British Columbia,Copper-Zinc Ore Mining,73.25,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12158-2022.html,ghg_facility_metal_mining_df,POINT (-124.00305 55.12046)
GHG-41f334de-2022-1,2022,QC-ghg-264c5f77,Osisko Mining inc Project Windfall,-75.6518,49.07366,Lebel Sur Quévillon,Quebec,Other Support Activities for Mining,21.89,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12184-2022.html,ghg_facility_metal_mining_df,POINT (-75.6518 49.07366)
GHG-f1516a7e-2022-1,2022,ON-ghg-559738ac,Eagle River Mill,-85.42307,48.10634,Wawa,Ontario,Gold and Silver Ore Mining,12.77,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12304-2022.html,ghg_facility_metal_mining_df,POINT (-85.42307 48.10634)
GHG-23e6d664-2022-1,2022,QC-ghg-7234ff07,Eldorado Gold (Québec) Inc.,-77.45517,48.63633,Val D'or,Quebec,Gold and Silver Ore Mining,15.09,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12404-2022.html,ghg_facility_metal_mining_df,POINT (-77.45517 48.63633)
GHG-2e500e4d-2022-1,2022,YT-ghg-7be72216,Eagle Gold Mine,-135.8343,64.02545,Vancouver,British Columbia,Gold and Silver Ore Mining,51.74,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12459-2022.html,ghg_facility_metal_mining_df,POINT (-135.8343 64.02545)
GHG-fc735337-2022-1,2022,ON-ghg-294f6cf3,Côté Gold,-81.94055,47.55556,Gogama,Ontario,Gold and Silver Ore Mining,12.39,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12466-2022.html,ghg_facility_metal_mining_df,POINT (-81.94055 47.55556)
GHG-113fe0ea-2022-1,2022,BC-ghg-218f55b3,Red Chris Mine,-129.76764,57.72573,Dease Lake,British Columbia,Gold and Silver Ore Mining,98.91,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12553-2022.html,ghg_facility_metal_mining_df,POINT (-129.76764 57.72573)
GHG-07a8b35a-2022-1,2022,AB-ghg-3e5c7e25,Hammerstone Quarry,-111.5539,57.191,Calgary,Alberta,Limestone Mining and Quarrying,16.35,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12660-2022.html,ghg_facility_metal_mining_df,POINT (-111.5539 57.191)
GHG-5830ead3-2022-1,2022,ON-ghg-d83fac74,Greenstone Mine,-86.92899,49.66714,Geraldton,Ontario,Gold and Silver Ore Mining,28.08,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12678-2022.html,ghg_facility_metal_mining_df,POINT (-86.92899 49.66714)
GHG-d99be4e3-2022-1,2022,QC-ghg-06f8c762,Aciérie - ArcelorMittal Contrecoeur,-73.26362,45.82055,Contrecoeur,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10002-2017.html,ghg_facility_metal_manufacturing_df,POINT (-73.26362 45.82055)
GHG-bd341a81-2022-1,2022,BC-ghg-eafdf571,Rio Tinto Alcan Inc.,-128.69531,54.00286,Kitimat,British Columbia,Primary Production of Alumina and Aluminum,420.39,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10010-2022.html,ghg_facility_metal_manufacturing_df,POINT (-128.69531 54.00286)
GHG-ea9fc5c9-2022-1,2022,ON-ghg-75485611,Algoma Steel Inc,-84.3637,46.5217,Sault Ste. Marie,Ontario,Iron and Steel Mills and Ferro-Alloy Manufacturing,3936.24,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10011-2022.html,ghg_facility_metal_manufacturing_df,POINT (-84.3637 46.5217)
GHG-ba4372f6-2022-1,2022,QC-ghg-75055b14,Aluminerie Alouette inc.,-66.4416,50.1583,SeptÎles,Quebec,Primary Production of Alumina and Aluminum,1140.9,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10012-2022.html,ghg_facility_metal_manufacturing_df,POINT (-66.4416 50.1583)
GHG-a3b0824b-2022-1,2022,QC-ghg-0cff59fb,Aluminerie de Baie-Comeau,-68.1461,49.2583,Baie Comeau,Quebec,Primary Production of Alumina and Aluminum,534.69,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10013-2022.html,ghg_facility_metal_manufacturing_df,POINT (-68.1461 49.2583)
GHG-3cf3befe-2022-1,2022,QC-ghg-c633412e,Aluminerie de Bécancour inc.,-72.3874,46.3829,Bécancour,Quebec,Primary Production of Alumina and Aluminum,821.53,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10014-2022.html,ghg_facility_metal_manufacturing_df,POINT (-72.3874 46.3829)
GHG-9c2d47c6-2022-1,2022,NB-ghg-b24e8fc9,Brunswick Smelter,-65.8339,47.8992,Belledune,New Brunswick,Non-Ferrous Metal (except Aluminum) Smelting and Refining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10035-2019.html,ghg_facility_metal_manufacturing_df,POINT (-65.8339 47.8992)
GHG-e2d7e1ea-2022-1,2022,QC-ghg-b9eac430,Rio Tinto Fer et Titane inc.- Complexe  de Sorel-Tracy,-73.13778,46.0475,Sorel Tracy,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,982.93,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10076-2022.html,ghg_facility_metal_manufacturing_df,POINT (-73.13778 46.0475)
GHG-7cfa6a62-2022-1,2022,ON-ghg-f4bed5dc,Copper Cliff Nickel Refinery,-81.0846,46.4452,Copper Cliff,Ontario,Non-Ferrous Metal (except Aluminum) Smelting and Refining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10077-2018.html,ghg_facility_metal_manufacturing_df,POINT (-81.0846 46.4452)
GHG-ad1ee970-2022-1,2022,ON-ghg-ebe45626,Copper Cliff Smelter,-81.0553,46.4786,Copper Cliff,Ontario,Non-Ferrous Metal (except Aluminum) Smelting and Refining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10078-2018.html,ghg_facility_metal_manufacturing_df,POINT (-81.0553 46.4786)
GHG-aabb19a5-2022-1,2022,ON-ghg-3ab6f640,ArcelorMittal Dofasco,-79.8111,43.2597,Hamilton,Ontario,Iron and Steel Mills and Ferro-Alloy Manufacturing,3960.61,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10091-2022.html,ghg_facility_metal_manufacturing_df,POINT (-79.8111 43.2597)
GHG-8e3a0015-2022-1,2022,QC-ghg-9b5d5290,Elkem Métal Chicoutimi,-71.1307,48.4124,Chicoutimi,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,121.14,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10103-2022.html,ghg_facility_metal_manufacturing_df,POINT (-71.1307 48.4124)
GHG-f663b0fc-2022-1,2022,AB-ghg-cfc44c94,Fort Saskatchewan,-113.1917,53.7217,Fort Saskatchewan,Alberta,Non-Ferrous Metal (except Aluminum) Smelting and Refining,283.48,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10119-2022.html,ghg_facility_metal_manufacturing_df,POINT (-113.1917 53.7217)
GHG-3b8fe402-2022-1,2022,ON-ghg-0f58bc61,"Gerdau Ameristeel Corporation, Whitby Mill",-78.9097,43.8578,Whitby,Ontario,Iron and Steel Mills and Ferro-Alloy Manufacturing,124.04,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10128-2022.html,ghg_facility_metal_manufacturing_df,POINT (-78.9097 43.8578)
GHG-abbc2619-2022-1,2022,SK-ghg-0c32c039,EVRAZ Inc NA Canada - Regina Facilities,-104.6301,50.5176,Rm of Sherwood,Saskatchewan,Iron and Steel Mills and Ferro-Alloy Manufacturing,243.26,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10150-2022.html,ghg_facility_metal_manufacturing_df,POINT (-104.6301 50.5176)
GHG-b473788d-2022-1,2022,ZZ-ghg-af2b7a5d,Norsk Hydro Canada Inc,0.0,0.0,Bécancour,Quebec,Non-Ferrous Metal (except Aluminum) Smelting and Refining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10205-2007.html,ghg_facility_metal_manufacturing_df,POINT (0 0)
GHG-2d7a379a-2022-1,2022,ZZ-ghg-fbc4483b,Silicium Bécancour inc.,0.0,0.0,Bécancour,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10270-2010.html,ghg_facility_metal_manufacturing_df,POINT (0 0)
GHG-e581883e-2022-1,2022,ON-ghg-faed83e7,Hamilton,-79.82723,43.26438,Hamilton,Ontario,Iron and Steel Mills and Ferro-Alloy Manufacturing,279.1,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10275-2022.html,ghg_facility_metal_manufacturing_df,POINT (-79.82723 43.26438)
GHG-0331c513-2022-1,2022,ON-ghg-16018472,Lake Erie,-80.0967,42.81,Haldimand County,Ontario,Iron and Steel Mills and Ferro-Alloy Manufacturing,3768.21,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10276-2022.html,ghg_facility_metal_manufacturing_df,POINT (-80.0967 42.81)
GHG-c82b442e-2022-1,2022,ZZ-ghg-bc7266bc,"Timminco Metals, Haley Plant",0.0,0.0,Haley,Ontario,Non-Ferrous Metal (except Aluminum) Smelting and Refining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10288-2007.html,ghg_facility_metal_manufacturing_df,POINT (0 0)
GHG-02841103-2022-1,2022,BC-ghg-e676f54b,"Teck Metals Ltd, Trail Operations",-117.71722,49.10194,Trail,British Columbia,Non-Ferrous Metal (except Aluminum) Smelting and Refining,335.35,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10289-2022.html,ghg_facility_metal_manufacturing_df,POINT (-117.71722 49.10194)
GHG-f1c8c894-2022-1,2022,QC-ghg-166ea3d7,Usine Alma,-71.6889,48.5837,Alma,Quebec,Primary Production of Alumina and Aluminum,899.02,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10295-2022.html,ghg_facility_metal_manufacturing_df,POINT (-71.6889 48.5837)
GHG-57ae515a-2022-1,2022,QC-ghg-269f17da,Usine Arvida,-71.1599,48.4274,Saguenay,Quebec,Primary Production of Alumina and Aluminum,612.59,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10296-2022.html,ghg_facility_metal_manufacturing_df,POINT (-71.1599 48.4274)
GHG-9f5f3a1d-2022-1,2022,QC-ghg-52f31ff3,Usine de Beauharnois,-73.8947,45.3079,Melocheville,Quebec,Primary Production of Alumina and Aluminum,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10297-2020.html,ghg_facility_metal_manufacturing_df,POINT (-73.8947 45.3079)
GHG-ed474e4a-2022-1,2022,QC-ghg-276f80a8,Aluminerie de Deschambault,-71.94488,46.69317,Deschambault,Quebec,Primary Production of Alumina and Aluminum,519.72,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10300-2022.html,ghg_facility_metal_manufacturing_df,POINT (-71.94488 46.69317)
GHG-2c2d3118-2022-1,2022,QC-ghg-82ea78cd,Usine de fluorure,-71.1718,48.4257,Jonquiere,Quebec,Primary Production of Alumina and Aluminum,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10301-2016.html,ghg_facility_metal_manufacturing_df,POINT (-71.1718 48.4257)
GHG-621fd1aa-2022-1,2022,QC-ghg-5784f8c9,Usine de réduction - ArcelorMittal Contrecoeur,-73.252,45.8363,Contrecoeur,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10305-2017.html,ghg_facility_metal_manufacturing_df,POINT (-73.252 45.8363)
GHG-ada0b576-2022-1,2022,QC-ghg-67bcee73,Usine Grande-Baie,-70.5536,48.1821,La Baie,Quebec,Primary Production of Alumina and Aluminum,520.79,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10306-2022.html,ghg_facility_metal_manufacturing_df,POINT (-70.5536 48.1821)
GHG-81bf2772-2022-1,2022,QC-ghg-49bd73f9,Usine Laterrière,-71.1289,48.3007,Laterriere,Quebec,Primary Production of Alumina and Aluminum,528.57,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10307-2022.html,ghg_facility_metal_manufacturing_df,POINT (-71.1289 48.3007)
GHG-46a7cb54-2022-1,2022,QC-ghg-456641d8,Usine Shawinigan,-72.7397,46.5586,Shawinigan,Quebec,Primary Production of Alumina and Aluminum,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10308-2014.html,ghg_facility_metal_manufacturing_df,POINT (-72.7397 46.5586)
GHG-fe7e641f-2022-1,2022,ZZ-ghg-89c2022d,Hamilton Specialty Bar Corporation,0.0,0.0,Hamilton,Ontario,Iron and Steel Mills and Ferro-Alloy Manufacturing,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10333-2006.html,ghg_facility_metal_manufacturing_df,POINT (0 0)
GHG-eb7a5e06-2022-1,2022,ZZ-ghg-1a6cc86c,ESCO Limited,0.0,0.0,Port Hope,Ontario,Steel Foundries,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10363-2006.html,ghg_facility_metal_manufacturing_df,POINT (0 0)
GHG-d038f7e2-2022-1,2022,QC-ghg-2b13f7da,ArcelorMittal Contrecoeur Ouest,-73.2661,45.8206,Contrecoeur,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,90.42,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10369-2022.html,ghg_facility_metal_manufacturing_df,POINT (-73.2661 45.8206)
GHG-33fb9e24-2022-1,2022,ON-ghg-c412f4c1,Sudbury Integrated Nickel Operations Smelter,-80.8042,46.5775,Falconbridge,Ontario,Non-Ferrous Metal (except Aluminum) Smelting and Refining,117.94,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10398-2022.html,ghg_facility_metal_manufacturing_df,POINT (-80.8042 46.5775)
GHG-14229c57-2022-1,2022,AB-ghg-b1aa9c27,AltaSteel Inc.,-113.3875,53.5291,Edmonton,Alberta,Iron and Steel Mills and Ferro-Alloy Manufacturing,88.1,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10420-2022.html,ghg_facility_metal_manufacturing_df,POINT (-113.3875 53.5291)
GHG-0e29c8f8-2022-1,2022,QC-ghg-f0e3d5d6,"Glencore Canada Corporation, CCR refinery",-73.5125,45.6283,Montréal Est,Quebec,Non-Ferrous Metal (except Aluminum) Smelting and Refining,56.83,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10578-2022.html,ghg_facility_metal_manufacturing_df,POINT (-73.5125 45.6283)
GHG-abb725d9-2022-1,2022,QC-ghg-97c95cac,Glencore Canada Corporation - Fonderie Horne,-79.01667,48.25417,Rouyn Noranda,Quebec,Non-Ferrous Metal (except Aluminum) Smelting and Refining,191.93,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10579-2022.html,ghg_facility_metal_manufacturing_df,POINT (-79.01667 48.25417)
GHG-de46198b-2022-1,2022,ON-ghg-2f860c19,Ivaco Rolling Mills,-74.705,45.6133,L'Orignal,Ontario,Iron and Steel Mills and Ferro-Alloy Manufacturing,102.89,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10614-2022.html,ghg_facility_metal_manufacturing_df,POINT (-74.705 45.6133)
GHG-bca7d506-2022-1,2022,BC-ghg-c984b15a,Tree Island Industries,-122.959,49.1875,Richmond,British Columbia,Steel Wire Drawing,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10647-2013.html,ghg_facility_metal_manufacturing_df,POINT (-122.959 49.1875)
GHG-bcce5b25-2022-1,2022,QC-ghg-7431d52b,Quebec Silicon LP,-72.3881,46.3712,Bécancour,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,194.62,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10657-2022.html,ghg_facility_metal_manufacturing_df,POINT (-72.3881 46.3712)
GHG-2872f36e-2022-1,2022,MB-ghg-0681129b,"Gerdau Ameristeel Corporation, Manitoba Mill",-96.9013,50.1302,Selkirk,Manitoba,Iron and Steel Mills and Ferro-Alloy Manufacturing,48.05,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10678-2022.html,ghg_facility_metal_manufacturing_df,POINT (-96.9013 50.1302)
GHG-39af9844-2022-1,2022,ON-ghg-166b04c2,"Gerdau Ameristeel Corporation, Cambridge Mill",-80.284,43.3706,Cambridge,Ontario,Iron and Steel Mills and Ferro-Alloy Manufacturing,16.05,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10738-2022.html,ghg_facility_metal_manufacturing_df,POINT (-80.284 43.3706)
